,select rate,mymethod_selected_ori,mymethod_selected_aug,mymethod_selected_mix,state_w_selected_ori,state_w_selected_aug,state_w_selected_mix,random_selected_ori,random_selected_aug,random_selected_mix,cov_selected_ori,cov_selected_aug,cov_selected_mix,bscov_selected_ori,bscov_selected_aug,bscov_selected_mix,btcov_selected_ori,btcov_selected_aug,btcov_selected_mix,sc_ctm_selected_ori,sc_ctm_selected_aug,sc_ctm_selected_mix,sc_cam_selected_ori,sc_cam_selected_aug,sc_cam_selected_mix,nc_ctm_selected_ori,nc_ctm_selected_aug,nc_ctm_selected_mix,nc_cam_selected_ori,nc_cam_selected_aug,nc_cam_selected_mix
0,15,83.13 (1.46%),78.61 (2.46%),80.87 (1.96%),82.8 (1.13%),78.26 (2.12%),80.53 (1.63%),82.07 (0.39%),77.53 (1.38%),79.8 (0.89%),81.78 (0.11%),77.42 (1.28%),79.6 (0.69%),81.96 (0.29%),77.34 (1.2%),79.65 (0.74%),82.24 (0.57%),77.14 (1.0%),79.69 (0.78%),82.11 (0.43%),77.62 (1.47%),79.86 (0.95%),82.28 (0.61%),77.97 (1.83%),80.12 (1.22%),82.21 (0.54%),77.78 (1.63%),79.99 (1.09%),82.17 (0.5%),77.74 (1.59%),79.95 (1.05%)
