,select rate,mymethod_selected_ori,mymethod_selected_aug,mymethod_selected_mix,state_w_selected_ori,state_w_selected_aug,state_w_selected_mix,random_selected_ori,random_selected_aug,random_selected_mix,cov_selected_ori,cov_selected_aug,cov_selected_mix,bscov_selected_ori,bscov_selected_aug,bscov_selected_mix,btcov_selected_ori,btcov_selected_aug,btcov_selected_mix,sc_ctm_selected_ori,sc_ctm_selected_aug,sc_ctm_selected_mix,sc_cam_selected_ori,sc_cam_selected_aug,sc_cam_selected_mix,nc_ctm_selected_ori,nc_ctm_selected_aug,nc_ctm_selected_mix,nc_cam_selected_ori,nc_cam_selected_aug,nc_cam_selected_mix
0,15,90.01 (0.78%),64.8 (11.88%),77.4 (6.33%),89.88 (0.65%),62.07 (9.15%),75.98 (4.9%),89.66 (0.43%),59.76 (6.84%),74.71 (3.64%),89.76 (0.53%),61.54 (8.62%),75.65 (4.58%),89.75 (0.52%),56.25 (3.33%),73.0 (1.93%),89.52 (0.29%),57.02 (4.1%),73.27 (2.2%),89.78 (0.55%),57.99 (5.07%),73.88 (2.81%),89.85 (0.62%),62.21 (9.29%),76.03 (4.95%),89.64 (0.41%),59.07 (6.15%),74.36 (3.28%),89.59 (0.36%),60.35 (7.43%),74.97 (3.9%)
