,select rate,mymethod_selected_ori,mymethod_selected_aug,mymethod_selected_mix,state_w_selected_ori,state_w_selected_aug,state_w_selected_mix,random_selected_ori,random_selected_aug,random_selected_mix,cov_selected_ori,cov_selected_aug,cov_selected_mix,bscov_selected_ori,bscov_selected_aug,bscov_selected_mix,btcov_selected_ori,btcov_selected_aug,btcov_selected_mix,sc_ctm_selected_ori,sc_ctm_selected_aug,sc_ctm_selected_mix,sc_cam_selected_ori,sc_cam_selected_aug,sc_cam_selected_mix,nc_ctm_selected_ori,nc_ctm_selected_aug,nc_ctm_selected_mix,nc_cam_selected_ori,nc_cam_selected_aug,nc_cam_selected_mix
0,15,98.69 (0.15%),60.97 (25.34%),79.83 (12.75%),98.64 (0.1%),57.76 (22.13%),78.2 (11.12%),98.78 (0.24%),53.02 (17.39%),75.9 (8.82%),98.43 (-0.11%),55.78 (20.15%),77.1 (10.02%),98.61 (0.07%),47.2 (11.57%),72.9 (5.82%),98.8 (0.26%),45.02 (9.39%),71.91 (4.83%),98.68 (0.14%),43.93 (8.3%),71.31 (4.22%),98.41 (-0.13%),51.34 (15.71%),74.87 (7.79%),98.72 (0.18%),57.67 (22.04%),78.19 (11.11%),98.69 (0.15%),52.47 (16.84%),75.58 (8.5%)
