,select rate,mymethod_selected_ori,mymethod_selected_aug,mymethod_selected_mix,state_w_selected_ori,state_w_selected_aug,state_w_selected_mix,random_selected_ori,random_selected_aug,random_selected_mix,cov_selected_ori,cov_selected_aug,cov_selected_mix,bscov_selected_ori,bscov_selected_aug,bscov_selected_mix,btcov_selected_ori,btcov_selected_aug,btcov_selected_mix,sc_ctm_selected_ori,sc_ctm_selected_aug,sc_ctm_selected_mix,sc_cam_selected_ori,sc_cam_selected_aug,sc_cam_selected_mix,nc_ctm_selected_ori,nc_ctm_selected_aug,nc_ctm_selected_mix,nc_cam_selected_ori,nc_cam_selected_aug,nc_cam_selected_mix
0,15,82.5 (0.8%),78.16 (0.33%),80.33 (0.57%),82.13 (0.43%),77.97 (0.14%),80.05 (0.29%),82.01 (0.32%),77.74 (-0.09%),79.87 (0.11%),81.42 (-0.28%),76.88 (-0.95%),79.15 (-0.61%),81.76 (0.07%),77.54 (-0.29%),79.65 (-0.11%),81.91 (0.21%),77.32 (-0.51%),79.61 (-0.15%),81.72 (0.03%),77.37 (-0.46%),79.55 (-0.22%),82.13 (0.43%),77.14 (-0.68%),79.64 (-0.12%),81.91 (0.21%),77.41 (-0.42%),79.66 (-0.11%),82.18 (0.49%),77.54 (-0.29%),79.86 (0.1%)
