,state,random,RNNTestcov,Stellarbscov,Stellarbtcov,testRNNsc,testRNNsc_cam,nc_ctm,nc_cam,my
0,0.00048216007714561236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048216007714561236
1,0.019286403085824494,0.010125361620057859,0.023143683702989394,0.008678881388621022,0.016875602700096432,0.0048216007714561235,0.011571841851494697,0.012054001928640309,0.013500482160077145,0.02459016393442623
2,0.03712632594021215,0.019768563162970106,0.0429122468659595,0.012054001928640309,0.03230472516875603,0.01253616200578592,0.021215043394406944,0.023143683702989394,0.021215043394406944,0.04339440694310511
3,0.055930568948891035,0.03085824493731919,0.05930568948891032,0.018804243008678882,0.04532304725168756,0.02266152362584378,0.02651880424300868,0.033751205400192864,0.03278688524590164,0.06364513018322084
4,0.07377049180327869,0.03037608486017358,0.07521697203471553,0.026036644165863067,0.05351976856316297,0.02892960462873674,0.04580520732883317,0.0429122468659595,0.04387656702025072,0.08437801350048216
5,0.09112825458052073,0.048216007714561235,0.09064609450337512,0.029411764705882353,0.06171648987463838,0.03326904532304725,0.0467695274831244,0.05351976856316297,0.04580520732883317,0.1055930568948891
6,0.10896817743490839,0.05303760848601736,0.10655737704918032,0.03567984570877531,0.06846673095467695,0.038090646094503376,0.06557377049180328,0.06412729026036644,0.06557377049180328,0.1253616200578592
7,0.12487945998071359,0.07328833172613308,0.1210221793635487,0.04339440694310511,0.07521697203471553,0.0467695274831244,0.07087753134040502,0.07521697203471553,0.0699132111861138,0.14368370298939248
8,0.14223722275795564,0.08148505303760849,0.13355834136933462,0.04773384763741562,0.08437801350048216,0.05351976856316297,0.07762777242044358,0.085824493731919,0.07618129218900675,0.16489874638379942
9,0.15911282545805208,0.08727097396335583,0.14561234329797493,0.05255544840887175,0.08823529411764706,0.06027000964320154,0.09546769527483125,0.09691417550626807,0.09161041465766634,0.18611378977820636
10,0.1755062680810029,0.10414657666345227,0.1595949855351977,0.05737704918032787,0.09884281581485053,0.0665380906460945,0.10366441658630665,0.11137897782063645,0.10028929604628736,0.2068466730954677
11,0.19575699132111862,0.10896817743490839,0.16923818707810992,0.06123432979749277,0.10318225650916105,0.07377049180327869,0.1128254580520733,0.12680810028929604,0.11234329797492767,0.2304725168756027
12,0.21359691417550628,0.11764705882352941,0.18659594985535197,0.0665380906460945,0.11089681774349083,0.08003857280617165,0.11137897782063645,0.1369334619093539,0.1133076181292189,0.2507232401157184
13,0.22806171648987464,0.1171648987463838,0.19575699132111862,0.07135969141755062,0.12005785920925748,0.08775313404050145,0.13018322082931533,0.14802314368370298,0.1359691417550627,0.27145612343297976
14,0.24349083895853424,0.1364513018322083,0.20057859209257473,0.07521697203471553,0.12680810028929604,0.09691417550626807,0.14609450337512053,0.16055930568948892,0.14754098360655737,0.289778206364513
15,0.2569913211186114,0.15477338476374156,0.21504339440694312,0.08003857280617165,0.13162970106075217,0.10703953712632594,0.14513018322082932,0.1759884281581485,0.16104146576663453,0.3095467695274831
16,0.2709739633558341,0.16538090646094503,0.22082931533269046,0.08534233365477338,0.13886210221793635,0.11041465766634523,0.15718418514946964,0.18900675024108005,0.15718418514946964,0.32883317261330763
17,0.2844744455159113,0.16489874638379942,0.23191899710703953,0.09161041465766634,0.14320154291224688,0.11764705882352941,0.16055930568948892,0.20057859209257473,0.16055930568948892,0.3461909353905497
18,0.3008678881388621,0.18081002892960463,0.24493731918997108,0.09836065573770492,0.14802314368370298,0.1210221793635487,0.17839922854387658,0.21311475409836064,0.18225650916104147,0.3621022179363549
19,0.3158148505303761,0.18659594985535197,0.24927675988428158,0.10414657666345227,0.1528447444551591,0.12873674059787849,0.19623915139826423,0.22806171648987464,0.2029893924783028,0.38042430086788814
