,state,random,RNNTestcov,Stellarbscov,Stellarbtcov,testRNNsc,testRNNsc_cam,nc_ctm,nc_cam,my
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041841004184100415
1,0.03765690376569038,0.008368200836820083,0.012552301255230125,0.0,0.016736401673640166,0.0,0.008368200836820083,0.0041841004184100415,0.0041841004184100415,0.06276150627615062
2,0.07112970711297072,0.016736401673640166,0.02092050209205021,0.0041841004184100415,0.02510460251046025,0.0041841004184100415,0.02510460251046025,0.008368200836820083,0.029288702928870293,0.09623430962343096
3,0.09623430962343096,0.029288702928870293,0.03347280334728033,0.012552301255230125,0.029288702928870293,0.012552301255230125,0.02092050209205021,0.008368200836820083,0.05439330543933055,0.13807531380753138
4,0.1087866108786611,0.029288702928870293,0.03765690376569038,0.02510460251046025,0.03765690376569038,0.016736401673640166,0.03765690376569038,0.016736401673640166,0.0794979079497908,0.1799163179916318
5,0.13389121338912133,0.03765690376569038,0.04184100418410042,0.03765690376569038,0.04602510460251046,0.016736401673640166,0.058577405857740586,0.02510460251046025,0.08368200836820083,0.200836820083682
6,0.1506276150627615,0.03765690376569038,0.0502092050209205,0.0502092050209205,0.06276150627615062,0.03347280334728033,0.06276150627615062,0.02510460251046025,0.09205020920502092,0.22594142259414227
7,0.1799163179916318,0.058577405857740586,0.07112970711297072,0.05439330543933055,0.06694560669456066,0.04602510460251046,0.0502092050209205,0.03347280334728033,0.08786610878661087,0.26778242677824265
8,0.19246861924686193,0.100418410041841,0.07112970711297072,0.058577405857740586,0.06694560669456066,0.06276150627615062,0.07531380753138076,0.03765690376569038,0.09205020920502092,0.30962343096234307
9,0.20920502092050208,0.09623430962343096,0.08368200836820083,0.06694560669456066,0.09205020920502092,0.08368200836820083,0.08368200836820083,0.06694560669456066,0.11297071129707113,0.3263598326359833
10,0.23430962343096234,0.12133891213389121,0.08786610878661087,0.0794979079497908,0.09623430962343096,0.08786610878661087,0.10460251046025104,0.07531380753138076,0.11715481171548117,0.3682008368200837
11,0.24686192468619247,0.11297071129707113,0.1087866108786611,0.09205020920502092,0.100418410041841,0.09623430962343096,0.1297071129707113,0.08786610878661087,0.14225941422594143,0.38493723849372385
12,0.26359832635983266,0.09205020920502092,0.12133891213389121,0.09623430962343096,0.1087866108786611,0.11715481171548117,0.09623430962343096,0.08786610878661087,0.14225941422594143,0.40585774058577406
13,0.27615062761506276,0.14225941422594143,0.13389121338912133,0.11297071129707113,0.12133891213389121,0.12552301255230125,0.11715481171548117,0.09623430962343096,0.200836820083682,0.4351464435146444
14,0.3054393305439331,0.11715481171548117,0.14644351464435146,0.12133891213389121,0.12552301255230125,0.12552301255230125,0.13389121338912133,0.11297071129707113,0.18828451882845187,0.45188284518828453
15,0.32217573221757323,0.17573221757322174,0.14225941422594143,0.12133891213389121,0.12552301255230125,0.13807531380753138,0.12552301255230125,0.11715481171548117,0.16317991631799164,0.4769874476987448
16,0.34309623430962344,0.17154811715481172,0.17573221757322174,0.12133891213389121,0.1297071129707113,0.14225941422594143,0.1506276150627615,0.13807531380753138,0.18828451882845187,0.5062761506276151
17,0.36401673640167365,0.2301255230125523,0.1589958158995816,0.1297071129707113,0.13807531380753138,0.14644351464435146,0.17154811715481172,0.1506276150627615,0.20920502092050208,0.5230125523012552
18,0.38493723849372385,0.1506276150627615,0.16736401673640167,0.13389121338912133,0.15481171548117154,0.16317991631799164,0.1589958158995816,0.16736401673640167,0.200836820083682,0.5523012552301255
19,0.4100418410041841,0.1799163179916318,0.1799163179916318,0.13389121338912133,0.1589958158995816,0.16736401673640167,0.23430962343096234,0.1799163179916318,0.2217573221757322,0.5690376569037657
20,0.42677824267782427,0.18410041841004185,0.19665271966527198,0.1506276150627615,0.1589958158995816,0.17154811715481172,0.20502092050209206,0.1799163179916318,0.23430962343096234,0.5857740585774058
21,0.4476987447698745,0.19665271966527198,0.21338912133891214,0.17154811715481172,0.16317991631799164,0.17573221757322174,0.2594142259414226,0.18828451882845187,0.27615062761506276,0.6108786610878661
22,0.47280334728033474,0.24267782426778242,0.20502092050209206,0.17573221757322174,0.17154811715481172,0.18828451882845187,0.1799163179916318,0.19246861924686193,0.2301255230125523,0.6234309623430963
23,0.4811715481171548,0.23430962343096234,0.200836820083682,0.19246861924686193,0.17573221757322174,0.19665271966527198,0.23430962343096234,0.200836820083682,0.23430962343096234,0.6359832635983264
24,0.49372384937238495,0.24686192468619247,0.25523012552301255,0.200836820083682,0.18410041841004185,0.200836820083682,0.22594142259414227,0.2175732217573222,0.27615062761506276,0.6443514644351465
25,0.502092050209205,0.2217573221757322,0.26778242677824265,0.2175732217573222,0.18828451882845187,0.200836820083682,0.200836820083682,0.2217573221757322,0.28870292887029286,0.6527196652719666
26,0.5313807531380753,0.24686192468619247,0.24686192468619247,0.2217573221757322,0.200836820083682,0.20920502092050208,0.26359832635983266,0.22594142259414227,0.3054393305439331,0.6652719665271967
27,0.5397489539748954,0.2301255230125523,0.28451882845188287,0.22594142259414227,0.20502092050209206,0.2175732217573222,0.2719665271966527,0.22594142259414227,0.29707112970711297,0.6778242677824268
28,0.5481171548117155,0.27615062761506276,0.2594142259414226,0.24686192468619247,0.2217573221757322,0.2217573221757322,0.3054393305439331,0.2384937238493724,0.3054393305439331,0.6820083682008368
29,0.5523012552301255,0.33472803347280333,0.25523012552301255,0.2594142259414226,0.2301255230125523,0.24267782426778242,0.3179916317991632,0.2594142259414226,0.3054393305439331,0.694560669456067
30,0.5606694560669456,0.28870292887029286,0.2928870292887029,0.26359832635983266,0.24267782426778242,0.25523012552301255,0.2803347280334728,0.2719665271966527,0.29707112970711297,0.698744769874477
31,0.5648535564853556,0.30962343096234307,0.2928870292887029,0.2719665271966527,0.24686192468619247,0.26359832635983266,0.3305439330543933,0.27615062761506276,0.39748953974895396,0.702928870292887
32,0.5690376569037657,0.2928870292887029,0.30962343096234307,0.28451882845188287,0.25523012552301255,0.26778242677824265,0.27615062761506276,0.28451882845188287,0.3472803347280335,0.7071129707112971
33,0.5774058577405857,0.3514644351464435,0.3305439330543933,0.3054393305439331,0.26359832635983266,0.28451882845188287,0.301255230125523,0.28870292887029286,0.35564853556485354,0.7112970711297071
34,0.5815899581589958,0.3179916317991632,0.3472803347280335,0.30962343096234307,0.2803347280334728,0.29707112970711297,0.2803347280334728,0.29707112970711297,0.3807531380753138,0.7112970711297071
35,0.5857740585774058,0.3682008368200837,0.3389121338912134,0.3263598326359833,0.28870292887029286,0.30962343096234307,0.3682008368200837,0.301255230125523,0.3723849372384937,0.7238493723849372
36,0.5899581589958159,0.3305439330543933,0.3682008368200837,0.3263598326359833,0.29707112970711297,0.32217573221757323,0.37656903765690375,0.3054393305439331,0.35564853556485354,0.7322175732217573
37,0.5899581589958159,0.3472803347280335,0.32217573221757323,0.3389121338912134,0.30962343096234307,0.3263598326359833,0.33472803347280333,0.3138075313807531,0.39330543933054396,0.7405857740585774
38,0.5899581589958159,0.3682008368200837,0.40585774058577406,0.3472803347280335,0.3138075313807531,0.3389121338912134,0.38493723849372385,0.32217573221757323,0.3891213389121339,0.7447698744769874
39,0.5983263598326359,0.4225941422594142,0.3723849372384937,0.35564853556485354,0.32217573221757323,0.34309623430962344,0.38493723849372385,0.3263598326359833,0.3891213389121339,0.7573221757322176
40,0.606694560669456,0.4351464435146444,0.40585774058577406,0.3598326359832636,0.33472803347280333,0.35564853556485354,0.39748953974895396,0.33472803347280333,0.4393305439330544,0.7698744769874477
