,dis_w10,dis_w20,dis_w50,state_w10,state_w20,state_w50,random10,random20,random50,RNNTestcov10,RNNTestcov20,RNNTestcov50,Stellarbscov10,Stellarbscov20,Stellarbscov50,Stellarbtcov10,Stellarbtcov20,Stellarbtcov50,testRNNsc10,testRNNsc20,testRNNsc50,testRNNsc_cam10,testRNNsc_cam20,testRNNsc_cam50,nc_ctm10,nc_ctm20,nc_ctm50,nc_cam10,nc_cam20,nc_cam50
0,0.4583333333333333,0.42214912280701755,0.3263157894736842,0.45394736842105265,0.3717105263157895,0.25,0.18640350877192982,0.17763157894736842,0.19298245614035087,0.2741228070175439,0.24013157894736842,0.2057017543859649,0.13596491228070176,0.13267543859649122,0.13771929824561405,0.14692982456140352,0.1425438596491228,0.1543859649122807,0.20833333333333334,0.2050438596491228,0.17763157894736842,0.19517543859649122,0.1962719298245614,0.1925438596491228,0.18640350877192982,0.19078947368421054,0.181140350877193,0.21052631578947367,0.18311403508771928,0.2
1,0.4649122807017544,0.4276315789473684,0.32763157894736844,0.43859649122807015,0.37609649122807015,0.25219298245614036,0.19736842105263158,0.20942982456140352,0.19824561403508772,0.2850877192982456,0.24890350877192982,0.2057017543859649,0.10964912280701754,0.10964912280701754,0.13640350877192983,0.13157894736842105,0.13925438596491227,0.15482456140350878,0.21052631578947367,0.20394736842105263,0.19824561403508772,0.18640350877192982,0.20175438596491227,0.1881578947368421,0.19517543859649122,0.20285087719298245,0.19824561403508772,0.17763157894736842,0.18092105263157895,0.19649122807017544
2,0.5087719298245614,0.46271929824561403,0.3385964912280702,0.41228070175438597,0.3848684210526316,0.24605263157894736,0.18201754385964913,0.20833333333333334,0.1925438596491228,0.26973684210526316,0.23355263157894737,0.21535087719298246,0.1118421052631579,0.11513157894736842,0.14166666666666666,0.15350877192982457,0.14802631578947367,0.16096491228070176,0.20394736842105263,0.20394736842105263,0.193859649122807,0.20175438596491227,0.20833333333333334,0.1925438596491228,0.19298245614035087,0.21162280701754385,0.19780701754385965,0.22807017543859648,0.21052631578947367,0.18728070175438596
3,0.5131578947368421,0.44627192982456143,0.34385964912280703,0.4342105263157895,0.3706140350877193,0.2517543859649123,0.19736842105263158,0.19078947368421054,0.1986842105263158,0.2675438596491228,0.24013157894736842,0.21271929824561403,0.1162280701754386,0.1162280701754386,0.14210526315789473,0.12938596491228072,0.13925438596491227,0.1543859649122807,0.19517543859649122,0.19956140350877194,0.1899122807017544,0.2149122807017544,0.2225877192982456,0.1969298245614035,0.18640350877192982,0.21162280701754385,0.19605263157894737,0.21052631578947367,0.2050438596491228,0.20350877192982456
4,0.4758771929824561,0.4309210526315789,0.33157894736842103,0.4517543859649123,0.3782894736842105,0.24912280701754386,0.19078947368421054,0.20394736842105263,0.19517543859649122,0.2412280701754386,0.23903508771929824,0.2074561403508772,0.125,0.12280701754385964,0.14385964912280702,0.18201754385964913,0.15899122807017543,0.15657894736842104,0.2149122807017544,0.19956140350877194,0.18596491228070175,0.20614035087719298,0.1962719298245614,0.19780701754385965,0.21710526315789475,0.20942982456140352,0.1824561403508772,0.20394736842105263,0.20723684210526316,0.19210526315789472
5,0.4934210526315789,0.4418859649122807,0.3280701754385965,0.4407894736842105,0.375,0.2513157894736842,0.18421052631578946,0.22039473684210525,0.20394736842105263,0.25,0.22149122807017543,0.20657894736842106,0.10307017543859649,0.12609649122807018,0.1355263157894737,0.1425438596491228,0.14802631578947367,0.1513157894736842,0.2236842105263158,0.21271929824561403,0.19210526315789472,0.21929824561403508,0.1962719298245614,0.19912280701754387,0.19078947368421054,0.20285087719298245,0.1925438596491228,0.20394736842105263,0.18640350877192982,0.20614035087719298
6,0.5153508771929824,0.4594298245614035,0.33464912280701753,0.45394736842105265,0.37719298245614036,0.2517543859649123,0.20394736842105263,0.1962719298245614,0.1969298245614035,0.25,0.24342105263157895,0.21403508771929824,0.12938596491228072,0.14035087719298245,0.15,0.17324561403508773,0.17434210526315788,0.1706140350877193,0.19298245614035087,0.19846491228070176,0.19166666666666668,0.24780701754385964,0.19298245614035087,0.20175438596491227,0.20394736842105263,0.20723684210526316,0.1925438596491228,0.16447368421052633,0.20175438596491227,0.19956140350877194
7,0.5043859649122807,0.44298245614035087,0.3307017543859649,0.38377192982456143,0.35635964912280704,0.24517543859649124,0.22149122807017543,0.20065789473684212,0.19736842105263158,0.25,0.24342105263157895,0.20877192982456141,0.12280701754385964,0.11403508771929824,0.13508771929824562,0.11842105263157894,0.1337719298245614,0.1513157894736842,0.18859649122807018,0.18859649122807018,0.17894736842105263,0.19956140350877194,0.19298245614035087,0.19956140350877194,0.18201754385964913,0.18201754385964913,0.181140350877193,0.20833333333333334,0.20285087719298245,0.1969298245614035
8,0.48903508771929827,0.4583333333333333,0.33464912280701753,0.4605263157894737,0.38048245614035087,0.25,0.17324561403508773,0.18859649122807018,0.19605263157894737,0.2982456140350877,0.2598684210526316,0.2179824561403509,0.14035087719298245,0.11951754385964912,0.14780701754385964,0.1600877192982456,0.16666666666666666,0.16622807017543859,0.21052631578947367,0.20942982456140352,0.193859649122807,0.22587719298245615,0.20723684210526316,0.19166666666666668,0.21710526315789475,0.2149122807017544,0.19429824561403508,0.20614035087719298,0.1962719298245614,0.18728070175438596
9,0.49122807017543857,0.4517543859649123,0.3298245614035088,0.4232456140350877,0.38596491228070173,0.25833333333333336,0.17543859649122806,0.20394736842105263,0.1969298245614035,0.27850877192982454,0.23903508771929824,0.21096491228070174,0.1206140350877193,0.12828947368421054,0.1425438596491228,0.13596491228070176,0.14473684210526316,0.1587719298245614,0.19956140350877194,0.20285087719298245,0.19780701754385965,0.19956140350877194,0.19078947368421054,0.20657894736842106,0.2149122807017544,0.21820175438596492,0.1956140350877193,0.18859649122807018,0.19298245614035087,0.20482456140350877
