,dis_w10,dis_w20,dis_w50,state_w10,state_w20,state_w50,random10,random20,random50,RNNTestcov10,RNNTestcov20,RNNTestcov50,Stellarbscov10,Stellarbscov20,Stellarbscov50,Stellarbtcov10,Stellarbtcov20,Stellarbtcov50,testRNNsc10,testRNNsc20,testRNNsc50,testRNNsc_cam10,testRNNsc_cam20,testRNNsc_cam50,nc_ctm10,nc_ctm20,nc_ctm50,nc_cam10,nc_cam20,nc_cam50
0,0.695,0.6558333333333334,0.467,0.5883333333333334,0.5491666666666667,0.4066666666666667,0.32,0.345,0.3486666666666667,0.525,0.43583333333333335,0.37366666666666665,0.20833333333333334,0.18833333333333332,0.20966666666666667,0.355,0.28833333333333333,0.24633333333333332,0.24,0.245,0.266,0.3466666666666667,0.3275,0.342,0.395,0.4175,0.415,0.33666666666666667,0.3416666666666667,0.3436666666666667
1,0.73,0.6733333333333333,0.47633333333333333,0.6133333333333333,0.5625,0.41933333333333334,0.3283333333333333,0.3725,0.3293333333333333,0.5283333333333333,0.425,0.36333333333333334,0.19333333333333333,0.17916666666666667,0.20466666666666666,0.345,0.2758333333333333,0.23666666666666666,0.24833333333333332,0.23583333333333334,0.264,0.355,0.3408333333333333,0.3456666666666667,0.4033333333333333,0.4066666666666667,0.4256666666666667,0.38,0.3375,0.344
2,0.7383333333333333,0.6783333333333333,0.48,0.605,0.555,0.4116666666666667,0.325,0.3441666666666667,0.3526666666666667,0.5183333333333333,0.435,0.36433333333333334,0.20333333333333334,0.185,0.20466666666666666,0.365,0.2825,0.241,0.24833333333333332,0.24083333333333334,0.253,0.3466666666666667,0.355,0.3433333333333333,0.39666666666666667,0.4058333333333333,0.41633333333333333,0.34833333333333333,0.3416666666666667,0.3486666666666667
3,0.7066666666666667,0.6775,0.4776666666666667,0.5966666666666667,0.5633333333333334,0.41833333333333333,0.34833333333333333,0.355,0.342,0.525,0.43916666666666665,0.36533333333333334,0.195,0.18416666666666667,0.20533333333333334,0.35,0.28583333333333333,0.24633333333333332,0.26,0.245,0.2633333333333333,0.31333333333333335,0.3466666666666667,0.33366666666666667,0.4166666666666667,0.41833333333333333,0.422,0.38333333333333336,0.34833333333333333,0.3496666666666667
4,0.7066666666666667,0.6558333333333334,0.453,0.565,0.5366666666666666,0.3923333333333333,0.34,0.345,0.3243333333333333,0.4866666666666667,0.41833333333333333,0.36466666666666664,0.16833333333333333,0.1675,0.18633333333333332,0.29833333333333334,0.25333333333333335,0.22033333333333333,0.21166666666666667,0.21,0.23733333333333334,0.33166666666666667,0.32666666666666666,0.32766666666666666,0.41,0.42083333333333334,0.414,0.29833333333333334,0.345,0.33066666666666666
5,0.7116666666666667,0.6866666666666666,0.475,0.6116666666666667,0.5408333333333334,0.4056666666666667,0.335,0.33666666666666667,0.335,0.49666666666666665,0.41583333333333333,0.366,0.19,0.185,0.20366666666666666,0.3333333333333333,0.27666666666666667,0.23433333333333334,0.245,0.25166666666666665,0.25933333333333336,0.3383333333333333,0.345,0.333,0.41,0.41083333333333333,0.4106666666666667,0.3566666666666667,0.3591666666666667,0.3383333333333333
6,0.7133333333333334,0.6775,0.4643333333333333,0.6083333333333333,0.5491666666666667,0.41533333333333333,0.35333333333333333,0.31833333333333336,0.3353333333333333,0.5316666666666666,0.42916666666666664,0.358,0.19666666666666666,0.18833333333333332,0.2,0.3466666666666667,0.2841666666666667,0.231,0.21666666666666667,0.225,0.25566666666666665,0.37166666666666665,0.3308333333333333,0.3403333333333333,0.37333333333333335,0.40166666666666667,0.416,0.35,0.32416666666666666,0.343
7,0.6983333333333334,0.6608333333333334,0.46366666666666667,0.605,0.5475,0.4033333333333333,0.35,0.3525,0.33766666666666667,0.5383333333333333,0.43916666666666665,0.366,0.18,0.16666666666666666,0.19366666666666665,0.34833333333333333,0.2866666666666667,0.23333333333333334,0.23,0.21833333333333332,0.24866666666666667,0.35333333333333333,0.31166666666666665,0.3403333333333333,0.4166666666666667,0.42083333333333334,0.41433333333333333,0.31166666666666665,0.31333333333333335,0.3416666666666667
8,0.7316666666666667,0.675,0.4776666666666667,0.6016666666666667,0.5475,0.41433333333333333,0.325,0.3616666666666667,0.353,0.5516666666666666,0.44333333333333336,0.385,0.21,0.20166666666666666,0.20433333333333334,0.37833333333333335,0.2991666666666667,0.24133333333333334,0.24166666666666667,0.25083333333333335,0.26566666666666666,0.315,0.34833333333333333,0.3566666666666667,0.395,0.4141666666666667,0.4216666666666667,0.365,0.3591666666666667,0.3416666666666667
9,0.7383333333333333,0.6866666666666666,0.47833333333333333,0.6333333333333333,0.5708333333333333,0.42233333333333334,0.34,0.3441666666666667,0.3456666666666667,0.5733333333333334,0.46,0.37633333333333335,0.21666666666666667,0.18833333333333332,0.205,0.3466666666666667,0.2916666666666667,0.24,0.21833333333333332,0.2225,0.24966666666666668,0.3233333333333333,0.3475,0.345,0.37,0.3908333333333333,0.4176666666666667,0.3883333333333333,0.36333333333333334,0.345
10,0.715,0.6883333333333334,0.47433333333333333,0.6066666666666667,0.5691666666666667,0.4226666666666667,0.3283333333333333,0.3425,0.3396666666666667,0.5516666666666666,0.4533333333333333,0.36433333333333334,0.19833333333333333,0.19166666666666668,0.20166666666666666,0.3416666666666667,0.27166666666666667,0.23166666666666666,0.23,0.23416666666666666,0.25933333333333336,0.32666666666666666,0.32166666666666666,0.3416666666666667,0.385,0.41583333333333333,0.425,0.3516666666666667,0.3525,0.349
11,0.7,0.6766666666666666,0.48,0.605,0.5608333333333333,0.4256666666666667,0.335,0.35583333333333333,0.33066666666666666,0.5433333333333333,0.43833333333333335,0.37166666666666665,0.18,0.17583333333333334,0.20533333333333334,0.345,0.2891666666666667,0.24366666666666667,0.25833333333333336,0.2475,0.256,0.3433333333333333,0.355,0.3443333333333333,0.3983333333333333,0.4241666666666667,0.4126666666666667,0.3333333333333333,0.3591666666666667,0.33666666666666667
12,0.7316666666666667,0.6816666666666666,0.471,0.6133333333333333,0.5691666666666667,0.4256666666666667,0.3566666666666667,0.32666666666666666,0.3453333333333333,0.55,0.44083333333333335,0.37666666666666665,0.205,0.18583333333333332,0.213,0.3416666666666667,0.28583333333333333,0.24466666666666667,0.23666666666666666,0.21916666666666668,0.25333333333333335,0.3566666666666667,0.355,0.351,0.35833333333333334,0.3875,0.4103333333333333,0.3283333333333333,0.3458333333333333,0.35333333333333333
13,0.7333333333333333,0.6775,0.4706666666666667,0.6216666666666667,0.5616666666666666,0.409,0.3383333333333333,0.32666666666666666,0.3403333333333333,0.515,0.4166666666666667,0.356,0.18,0.17416666666666666,0.2,0.3516666666666667,0.2775,0.23366666666666666,0.20666666666666667,0.2225,0.25266666666666665,0.3433333333333333,0.3375,0.3416666666666667,0.38666666666666666,0.4041666666666667,0.4106666666666667,0.36,0.33916666666666667,0.3413333333333333
14,0.735,0.6766666666666666,0.4726666666666667,0.5966666666666667,0.5483333333333333,0.4063333333333333,0.36,0.325,0.346,0.52,0.4325,0.37633333333333335,0.20166666666666666,0.1725,0.19566666666666666,0.315,0.2775,0.24333333333333335,0.25666666666666665,0.23416666666666666,0.257,0.345,0.33666666666666667,0.344,0.4083333333333333,0.4141666666666667,0.43033333333333335,0.37666666666666665,0.345,0.346
15,0.735,0.6866666666666666,0.4796666666666667,0.6283333333333333,0.5666666666666667,0.417,0.3416666666666667,0.35,0.345,0.5083333333333333,0.4075,0.359,0.235,0.19083333333333333,0.205,0.3466666666666667,0.2791666666666667,0.23366666666666666,0.22833333333333333,0.22333333333333333,0.253,0.3466666666666667,0.33916666666666667,0.3443333333333333,0.37833333333333335,0.4125,0.4196666666666667,0.335,0.36,0.3433333333333333
16,0.7133333333333334,0.6741666666666667,0.4766666666666667,0.6033333333333334,0.5725,0.43033333333333335,0.3283333333333333,0.35583333333333333,0.349,0.545,0.4375,0.37233333333333335,0.20666666666666667,0.18833333333333332,0.20633333333333334,0.37333333333333335,0.2833333333333333,0.234,0.23833333333333334,0.24083333333333334,0.25766666666666665,0.3466666666666667,0.325,0.336,0.4083333333333333,0.42,0.4226666666666667,0.38,0.36916666666666664,0.3463333333333333
17,0.7116666666666667,0.6758333333333333,0.4746666666666667,0.625,0.5483333333333333,0.41433333333333333,0.335,0.35,0.348,0.54,0.43666666666666665,0.37233333333333335,0.19166666666666668,0.18083333333333335,0.20633333333333334,0.38,0.28,0.23933333333333334,0.245,0.2325,0.25633333333333336,0.32166666666666666,0.37666666666666665,0.3446666666666667,0.43166666666666664,0.43583333333333335,0.42766666666666664,0.3433333333333333,0.3641666666666667,0.351
